Library System	Branch Name	Library Type	Street Address	City	ZIP Code	County	Website	Phone Number	Director	Branch Head	Building Square Feet	FTE Staff	Hours
Shaw University		College/University	118 E South St	Raleigh	27601	Wake	http://www.shawu.edu/libraries/	(919) 546- 8407	Tom Clark (Interim)				
University of Mount Olive		College/University	634 Henderson St	Mount Olive	28365	Wayne	https://umo.edu/academics/library/	(919) 658-7869	Pamela Wood				
University of North Carolina - Asheville		College/University	1 University Heights	Asheville	28804	Buncombe	http://library.unca.edu/	(828) 251-6336	Leah Dunn				
University of North Carolina - Chapel Hill		College/University	208 Raleigh St	Chapel Hill	27515	Orange	http://library.unc.edu/	(919) 962-1053	Elaine Westbrooks				
University of North Carolina - Chapel Hill Health Sciences		College/University	335 S Columbia St	Chapel Hill	27599	Orange	http://hsl.lib.unc.edu/	(919) 962-0800	Nandita Mani				
University of North Carolina - Chapel Hill School of Law		College/University	160 Ridge Rd	Chapel Hill	27599	Orange	https://library.law.unc.edu/	(919) 962-1321	Anne Klinefelter				
University of North Carolina - Charlotte		College/University	9201 University City Blvd	Charlotte	28223	Mecklenburg	https://library.uncc.edu/	(704) 687-2030	Anne Moore				
University of North Carolina - Greensboro		College/University	320 College Ave	Greensboro	27412	Guilford	https://library.uncg.edu/	(336) 334-5304	Martin Halbert				
University of North Carolina - Pembroke		College/University	1 University Dr	Pembroke	28372	Robeson	http://www.uncp.edu/academics/library	(910) 521-6516	Dennis Swanson				
University of North Carolina - Wilmington		College/University	601 S College Rd	Wilmington	28403	New Hanover	https://library.uncw.edu/	(910) 962-3760	Lucy Holman				
University of North Carolina School of the Arts		College/University	1533 S Main St	Winston-Salem	27117	Forsyth	https://library.uncsa.edu/home/	(336) 770-3270	Sarah Falls				
Wake Forest University		College/University	1834 Wake Forest Rd	Winston-Salem	27109	Forsyth	https://zsr.wfu.edu/	(336) 758-4931	Tim Pyatt				
Wake Forest University School of Law		College/University	1834 Wake Forest Rd	Winston-Salem	27109	Forsyth	http://library.law.wfu.edu/	(336) 758-5438	Christopher Knott				
Wake Forest University School of Medicine		College/University	Medical Center Blvd	Winston-Salem	27157	Forsyth	http://www.wakehealth.edu/Library/	(336) 716-4691	Parks Welch				
Warren Wilson College		College/University	701 Warren Wilson Rd	Swannanoa	28778	Buncombe	https://www.warren-wilson.edu/academics/library	(828) 771-3058	Chris Nugent				
Western Carolina University		College/University	176 Central Dr	Cullowhee	28723	Jackson	https://www.wcu.edu/hunter-library/	(828) 227-7307	Farzaneh Razzaghi				
William Peace University		College/University	15 E Peace St	Raleigh	27604	Wake	https://www.peace.edu/academics/academic-resources/library/	(919) 508-2302	Nate Hellmers				
Wingate University		College/University	110 Church St	Wingate	28174	Union	http://library.wingate.edu/	(704) 233-8089	Amee Odom				
Winston-Salem State University		College/University	601 S Martin Luther King Jr Dr	Winston-Salem	27110	Forsyth	https://www.wssu.edu/academics/cg-okelly-library/index.html	(336) 750-2449	Wanda Brown				
